key;title;isbn13;language_code;publication_date;publisher_id;book_ids
8740;Runaway;9781400042814;eng;2004-10-28;57;213
8745;The General in His Labyrinth;9781400043330;eng;2004-10-26;655;2237,2798
8746;Boeing Versus Airbus: The Inside Story of the Greatest International Competition in Business;9781400043361;eng;2007-01-16;57;4400
8747;My Life in France;9781400043460;eng;2006-04-04;1088;167,4654
8749;Half of a Yellow Sun;9781400044160;eng;2006-09-12;1085;1275
8750;House of Meetings;9781400044559;eng;2007-01-16;57;5783
8752;Confessions of a French Baker: Breadmaking Secrets  Tips  and Recipes;9781400044740;en-US;2005-10-25;57;2984,6888
8753;Imperial Life in the Emerald City: Inside Iraq's Green Zone;9781400044870;eng;2006-09-19;1085;7101
8754;See No Evil: The True Story of a Ground Soldier in the CIA's War on Terrorism;9781400046843;eng;2003-01-07;325;7431
8755;Gale Gand's Short + Sweet : Quick Desserts with Eight Ingredients or Less;9781400047338;eng;2004-01-13;413;2814,4661,8648
8756;Fugitives and Refugees: A Walk in Portland  Oregon;9781400047833;en-US;2003-07-08;474;1406
8757;Isolde  Queen of the Western Isle (Tristan and Isolde  #1);9781400047864;eng;2003-06-24;325;7711
8759;Last Train to Paradise: Henry Flagler and the Spectacular Rise and Fall of the Railroad that Crossed an Ocean;9781400049479;eng;2003-08-05;325;5220
8760;Underworld: The Mysterious Origins of Civilization;9781400049516;eng;2003-10-28;1973;3074
8761;The Hedgehog  the Fox & the Magister's Pox: Mending the Gap Between Science & the Humanities;9781400051533;eng;2004-03-23;1973;8219
8762;The Last Hours of Ancient Sunlight: The Fate of the World and What We Can Do Before It's Too Late;9781400051571;en-US;2004-04-27;325;4557,6406,8568
8763;The Ruby Ring;9781400051731;eng;2005-04-05;325;2010
8764;Jimmy Stewart: A Biography;9781400052219;eng;2006-11-06;863;5526
8765;Eat This Book: Cooking with Global Fresh Flavors;9781400052370;eng;2004-10-01;412;6930,8790
8766;Tyler's Ultimate: Brilliant Simple Food to Make Any Time;9781400052387;eng;2006-09-26;411;6930,8790
8767;Everyday Italian: 125 Simple and Delicious Recipes;9781400052585;eng;2005-02-22;411;2994
8769;The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide  #1);9781400052936;eng;2004-10-19;477;2142
8770;The Metamorphosis (Graphic Novel Adaptation);9781400052998;eng;2004-07-20;325;2731,4928,6881
8771;Paths to God: Living the Bhagavad Gita;9781400054039;en-US;2005-10-25;863;7115,7236
8772;FDR's Folly: How Roosevelt and His New Deal Prolonged the Great Depression;9781400054770;eng;2004-09-28;473;4093
8773;Angry Black White Boy;9781400054879;eng;2005-03-08;325;50
8774;The Family that Couldn't Sleep;9781400062454;eng;2006-09-05;1639;1548
8775;Peony in Love;9781400064663;eng;2007-06-26;1636;5303
8776;Iran Awakening: A Memoir of Revolution and Hope;9781400064700;eng;2006-05-02;1639;8062
8777;The Wild Trees: A Story of Passion and Daring;9781400064892;eng;2007-08-23;1639;7226
8778;There's a (Slight) Chance I Might Be Going to Hell: A Novel of Sewer Pipes  Pageant Queens  and Big Trouble;9781400065011;eng;2007-05-29;2110;5117
8779;American Gospel: God  the Founding Fathers  and the Making of a Nation;9781400065554;eng;2006-04-04;1639;4488
8780;Ariel Sharon: A Life;9781400065875;en-US;2006-10-24;1638;2805,6286,6502
8781;Celebrations: Rituals of Peace and Prayer;9781400066100;eng;2006-10-24;1636;5951
8782;Scoop (Occupational Hazards  #1);9781400071579;eng;2006-10-10;2172;7195
8783;I Sold My Soul on Ebay: Viewing Faith Through an Atheist's Eyes;9781400073474;en-US;2007-04-17;2173;3281,7389
8784;Field Notes: The Grace Note of the Canyon Wren;9781400075126;eng;2004-06-08;2113;682
8785;Port Mungo;9781400075485;eng;2005-06-14;2113;6677
8786;In the Company of Cheerful Ladies (No. 1 Ladies' Detective Agency  #6);9781400075706;eng;2006-03-14;86;5312
8787;Blue Shoes and Happiness (No. 1 Ladies' Detective Agency #7);9781400075713;eng;2007-03-13;86;175
8788;War Trash;9781400075799;eng;2005-05-10;2113;3167
8789;Shakespeare: The Biography;9781400075980;eng;2006-11-14;86;6817
8790;Saturday;9781400076192;eng;2006-04-11;86;3450
8792;The Philosophy of Jean-Paul Sartre;9781400076321;eng;2003-05-27;2113;3948
8793;The Lemon Table;9781400076505;eng;2005-04-05;2113;4664
8794;Collected Poems;9781400076581;eng;2009-01-16;88;1277
8795;The Disappointment Artist;9781400076819;eng;2006-03-14;2113;4513
8796;Created in Darkness by Troubled Americans: The Best of McSweeney's Humor Category;9781400076857;eng;2005-06-14;2113;1662,4946,5153,5957,8423
8797;The Return of the Dancing Master;9781400076956;swe;2005-02-08;2121;3283,5118
8798;Maps for Lost Lovers;9781400076970;eng;2006-05-09;2113;6339
8799;The Sunday Philosophy Club (Isabel Dalhousie  #1);9781400077090;eng;2005-07-12;86;175
8800;Yellow Dog;9781400077274;eng;2005-01-04;2113;5783
8801;Titan: The Life of John D. Rockefeller  Sr.;9781400077304;eng;2004-03-30;2113;7671
8802;Einstein's Dreams;9781400077809;eng;2004-11-09;2113;118
8803;For Her Own Good: Two Centuries of the Experts' Advice to Women;9781400078004;en-US;2005-01-04;86;655,1931
8804;Wickett's Remedy;9781400078127;eng;2006-10-10;88;6330
8805;Out;9781400078370;eng;2005-01-04;2113;6402,8253
8806;Learned Optimism: How to Change Your Mind and Your Life;9781400078394;eng;2006-01-03;2113;5784
8807;Last Night: Stories;9781400078417;eng;2006-03-14;2113;3773
8810;The Black Book;9781400078653;eng;2006-07-11;2113;5922,6558,9209
8811;The Island at the Center of the World: The Epic Story of Dutch Manhattan and the Forgotten Colony That Shaped America;9781400078677;eng;2005-04-12;2113;7778
8813;Operating Instructions: A Journal of My Son's First Year;9781400079094;eng;2005-03-08;86;453
8816;Company;9781400079377;eng;2007-03-13;2113;5935
8817;Going Native;9781400079421;eng;2005-04-12;2113;8262
8819;Mulliner Nights (Mr. Mulliner  #3);9781400079612;eng;2005-04-12;2113;6584
8820;Checkpoint;9781400079858;eng;2005-04-12;2113;6452
8821;The Crazyladies of Pearl Street;9781400080373;eng;2006-06-06;325;8768
8822;Encyclopedia of an Ordinary Life;9781400080465;eng;2005-12-06;325;290
8823;Thunderstruck;9781400080663;eng;2006-10-24;477;2545
8824;The Laughing Jesus: Religious Lies and Gnostic Wisdom;9781400082797;en-US;2006-06-27;863;6848,8638
8825;Blood Done Sign My Name: A True Story;9781400083114;eng;2005-05-03;325;8653
8826;7 hábitos de las familias altamente efectivas;9781400083411;spa;2003-09-01;807;8246
8827;Artemis Fowl (Artemis Fowl  #1);9781400085910;eng;2004-04-06;1143;299,1435,6398
8828;Haunted Castle on Hallows Eve (Magic Tree House #30);9781400091058;eng;2004-08-10;1144;5866,7838
8829;Me Alquilo Para Soñar (Taller de Guión  #62);9781400092963;spa;2004-03-02;511;2798
8830;The Finer Points of Sausage Dogs (Portuguese Irregular Verbs  #2);9781400095087;eng;2004-12-28;86;175
8831;Blood on the Moon (Lloyd Hopkins  #1);9781400095285;eng;2005-05-10;2113;3699
8832;Because the Night (Lloyd Hopkins  #2);9781400095292;eng;2005-10-18;2113;3699
8833;Suicide Hill (Lloyd Hopkins  #3);9781400095308;eng;2006-08-08;2113;3699
8834;The Promise;9781400095414;eng;2005-11-08;88;1170
8835;The Greenlanders;9781400095469;eng;2005-09-13;86;3844
8836;How We Are Hungry;9781400095568;eng;2005-10-11;2113;1662
8837;Memoria de mis putas tristes;9781400095803;spa;2004-10-19;2122;2798
8838;Before the Frost (Linda Wallander #1);9781400095810;eng;2006-02-14;2121;2219,3283
8839;The Brief History of the Dead;9781400095957;eng;2007-01-09;2113;4933
8841;Desert Queen: The Extraordinary Life of Gertrude Bell: Adventurer  Adviser to Kings  Ally of Lawrence of Arabia;9781400096190;eng;2005-07-12;86;3862
8842;Beowulf: A Dual-Language Edition;9781400096220;eng;2006-02-14;86;3395,8796
8843;Flashman on the March (The Flashman Papers  #12);9781400096466;en-US;2006-11-14;86;2937
8844;A Taste for Death (Adam Dalgliesh  #7);9781400096473;eng;2005-11-08;2113;6583
8845;My Life  Volume I: The Early Years;9781400096718;en-US;2005-05-31;2113;797
8847;The Complete Stories of Truman Capote;9781400096916;eng;2005-09-13;2113;7207,8784
8849;Arthur & George;9781400097036;eng;2007-01-09;2123;4664
8850;The Eiger Sanction (Jonathan Hemlock  #1);9781400098026;eng;2005-05-10;325;8768
8851;Shibumi;9781400098033;eng;2005-05-10;325;3022,8768
8852;The Summer of Katya;9781400098040;eng;2005-06-28;325;8768
8853;The Main;9781400098231;eng;2005-07-26;325;8768
8855;Blind Willow  Sleeping Woman: 24 Stories;9781400102952;eng;2006-10-15;1924;2422,3232,6674
8856;The Chessmen of Mars (Barsoom #5);9781400130214;eng;2005-01-01;1924;2235,4255
8857;The Warlord of Mars (Barsoom  #3);9781400130221;eng;2001-02-01;1924;2235,4255
8859;The Tragedy of Pudd'nhead Wilson;9781400150687;eng;2003-01-01;1924;5749,6153
8860;Writings to Young Women from Laura Ingalls Wilder: On Wisdom and Virtues (Writings to Young Women on Laura Ingalls Wilder #1);9781400307845;eng;2006-05-10;1996;5083,8261
8861;Writings to Young Women from Laura Ingalls Wilder: On Life as a Pioneer Woman (Writings to Young Women from Laura Ingalls Wilder #2);9781400307852;eng;2006-05-10;1996;5083,8261
8862;Writings to Young Women on Laura Ingalls Wilder: As Told By Her Family  Friends  and Neighbors (Writings to Young Women on Laura Ingalls Wilder #3);9781400307869;eng;2006-05-08;1967;5083,8261
8863;The Filth;9781401200138;en-US;2004-06-01;2096;1328,2840,3083
8864;The Invisibles  Vol. 7: The Invisible Kingdom;9781401200190;en-US;2002-12-01;507;2715,3083,3902,6944,7975,8297,8973
8865;Oasis (On the Road to Perdition  #1);9781401200688;eng;2003-05-01;506;849,4545,4551,5934,7394,8282
8866;Arkham Asylum: Living Hell;9781401201937;eng;2004-03-01;506;1590,4114,7801,8921
8867;Transmetropolitan  Vol. 10: One More Time;9781401202170;eng;2004-06-01;2096;1645,7631,8970
8868;Fables  Vol. 4: March of the Wooden Soldiers;9781401202224;eng;2004-11-30;2096;821,1504,5686,6577,8281
8869;JLA  Vol. 14: Trial by Fire;9781401202422;en-GB;2004-10-01;506;2135,4180,8712
8870;Hellblazer: Setting Sun;9781401202453;en-GB;2004-10-01;2096;2721,3770,3893,5540,8632,8970
8871;Fables  Vol. 3: Storybook Love;9781401202569;eng;2004-05-01;2096;821,983,3726,5029,5278,5686,8281
8872;On the Road to Perdition — Oasis  Sanctuary  and Detour — (Road to Perdition  #2);9781401203573;eng;2004-12-01;506;849,4545,4551,5934,7394,8282
8873;Fables: 1001 Nights of Snowfall;9781401203672;eng;2006-10-18;2096;821,911,1245,1973,2570,3726,4087,4256,5686,5755,6187,8479
8874;The Quitter;9781401204006;en-US;2006-09-06;2096;1897,3237
8875;The Sgt. Rock Archives  Vol. 3;9781401204105;eng;2005-08-01;506;3491,4041,4182,5689,7508,7766
8876;Batman: Arkham Asylum - A Serious House on Serious Earth;9781401204259;eng;2005-01-11;506;1670,3083
8877;Superman: Secret Identity;9781401204518;eng;2013-04-09;506;5003,8336
8878;Identity Crisis;9781401204587;eng;2006-08-16;506;878,4596,6037,7097
8879;Fables  Vol. 5: The Mean Seasons;9781401204860;eng;2005-04-30;2096;821,4125,5686,8281,8737
8880;Fables  Vol. 6: Homelands;9781401205003;eng;2006-01-27;2096;821,1777,5029,5686,8281
8881;The Best of the Spirit;9781401207557;eng;2005-11-01;506;6414,9010
8882;V for Vendetta;9781401207922;eng;2005-11-01;2096;1685,5031,5255,8288
8883;Seven Soldiers of Victory  Volume 1;9781401209254;eng;2006-01-04;506;1030,2732,3083,3566,6215,7801,8104
8884;Kid Eternity;9781401209339;eng;2006-02-01;2096;2180,3083
8885;Challengers of the Unknown: Stolen Moments  Borrowed Time;9781401209414;eng;2006-03-29;506;3378,6207
8886;Superman: Up  Up  and Away!;9781401209544;eng;2006-09-27;506;2884,5003,6805,7192
8887;Doom Patrol  Vol. 4: Musclebound;9781401209995;eng;2006-08-30;2096;3083,3797,5716,6245,7212,7254,8297
8888;Fables  Vol. 7: Arabian Nights (and Days);9781401210007;eng;2006-07-05;2096;355,821,4103,4125,5686,8281
8889;Fables  Vol. 8: Wolves;9781401210014;eng;2006-12-20;2096;355,821,5686,8029,8281
8890;Neil Gaiman's Neverwhere;9781401210076;eng;2007-02-14;2096;3034,6239,6414
8891;Sachs & Violens;9781401210502;en-US;2006-12-06;506;2941,6834
8892;Loveless  Vol. 1: A Kin of Homecoming;9781401210618;eng;2006-05-01;2096;910,5540
8893;The Absolute Sandman  Volume One;9781401210823;eng;2006-11-01;2096;1245,1290,1471,1628,1670,4882,5155,5500,6190,6245,6414,7846,8289,8290,8681
8894;Emma  Vol. 01;9781401211325;eng;2006-09-20;417;4730,9230
8895;Desolation Jones: Made in England;9781401211509;eng;2006-10-04;2194;3566,8970
8896;Outsiders  Vol. 5: The Good Fight;9781401211950;eng;2007-01-03;506;561,4619,5903,7020,7681
8897;Manhunter  Vol. 2: Trial by Fire;9781401211981;eng;2007-01-03;506;880,3892,4070,5520
8898;Doom Patrol  Vol. 5: Magic Bus;9781401212025;eng;2007-04-01;2096;3083,4897,5716,6944,7254,7949,8143
8899;Jack of Fables  Vol. 1: The (Nearly) Great Escape;9781401212223;eng;2007-02-28;2096;355,821,5912,8737
8900;American Splendor: Another Day;9781401212353;en-US;2007-04-07;2096;2228,3237,3339,8789
8901;Sgt. Rock: The Prophecy;9781401212483;en-US;2007-04-07;506;4182
8902;Superman: Back in Action;9781401212636;en-US;2007-01-31;506;2617,2988,4545,5003,5169,6805
8903;Pledged: The Secret Life of Sororities;9781401300463;en-US;2004-04-14;1002;186
8904;Scar Tissue;9781401301019;en-US;2004-10-06;824;504
8905;Feast: Food to Celebrate Life;9781401301361;eng;2004-10-27;824;6486
8906;There's No Place Like Here;9781401301880;eng;2007-09-04;824;1156
8907;Jamie's Dinners: The Essential Family Cookbook;9781401301941;eng;2004-11-03;824;1323,1814,3801,5653
8908;Jamie's Italy;9781401301958;eng;2006-11-14;824;1323,1814,3801
8909;Reduced Shakespeare: The Attention-impaired Readers Guide to the World's Best Playwright;9781401302207;en-US;2006-07-11;824;615,7177
8910;Not a Genuine Black Man: Or  How I Claimed My Piece of Ground in the Lily-White Suburbs;9781401302337;eng;2006-07-11;824;916
8911;It's Not Easy Being Green: And Other Things to Consider;9781401302429;eng;2005-09-14;1002;1266,4105
8912;For One More Day;9781401303273;eng;2006-09-26;824;6285
8913;Wherever You Go  There You Are: Mindfulness Meditation in Everyday Life;9781401307783;eng;2005-01-05;824;4482
8914;Wicked: The Grimmerie;9781401308209;eng;2005-10-26;824;1741,4143,8252,9131
8916;Being Dead Is No Excuse: The Official Southern Ladies Guide to Hosting the Perfect Funeral;9781401359348;en-US;2005-03-16;1003;2863
8917;Illustrated Guide to the NEC: Based on the 2005 National Electric Code;9781401850685;eng;2004-12-01;368;1229
8918;Graphic Design Solutions;9781401881542;en-US;2005-04-27;529;7610
8919;Mother God: The Feminine Principle to Our Creator;9781401903091;en-US;2004-02-01;928;8438
8920;Here We All Are;9781401910440;en-GB;2005-12-15;928;7115,7236
8921;You Can Have What You Want: Proven Strategies for Inner and Outer Success;9781401911836;en-US;2006-10-15;928;6139
8922;The Power of Infinite Love & Gratitude: An Evolutionary Journey to Awakening Your Spirit;9781401917173;eng;2007-02-01;928;1651
8923;Sixty Million Frenchmen Can't Be Wrong;9781402200458;eng;2003-05-01;1859;3937,4675
8932;Little Women (Little Women  #1);9781402714580;eng;2004-10-01;1898;5385,7953
8935;The Easy Way to Stop Smoking: Join the Millions Who Have Become Nonsmokers Using the Easyway Method;9781402718618;eng;2004-09-23;1898;250
8939;The Red Badge of Courage (Classic Starts);9781402726637;eng;2006-03-28;1898;587,3649,6548,8194
8940;The Book of the Dragon;9781402728112;eng;2005-08-01;2041;1411
8941;Treasure Island #2: Off to Sea (Easy Reader Classics);9781402732980;eng;2006-05-28;1898;1148,7518,7834
8942;The Three Musketeers (Classic Starts);9781402736957;eng;2007-02-01;1900;189,587,3649,6548
8943;Lila's Child: An Inquiry into Quality;9781403356208;en-GB;2003-01-14;2;1577,7523
8944;V.S. Naipaul;9781403904560;eng;2003-10-10;1435;957
8945;Strawberry Days: How Internment Destroyed a Japanese American Community;9781403967923;eng;2005-06-04;1882;1833
8946;Tolkien's Modern Middle Ages;9781403969736;eng;2005-11-19;1435;200,3821
8947;Hour Game (Sean King & Michelle Maxwell  #2);9781405005227;eng;2005-01-21;1197;1715
8948;Kushiel's Avatar (Phèdre's Trilogy  #3);9781405034142;eng;2004-09-17;1999;3626
8949;Whiteout;9781405052719;eng;2006-09-01;1198;1866,4888
8950;Miss Happiness and Miss Flower;9781405088565;eng;2006-09-01;1204;2833,7759
8951;The English Novel: An Introduction;9781405117074;eng;2004-08-06;2199;8520
8952;Key Topics in Conservation Biology;9781405122498;en-GB;2006-01-01;2199;262,997,1314,1336,1730,1876,2347,2393,3154,4294,4593,4846,5218,5311,5535,5734,6335,7783,7870,8183,8190,8265,8403
8953;How to Read a Poem;9781405151412;eng;2006-10-20;2199;8520
8954;The Christian Theology Reader;9781405153584;eng;2006-09-01;273;237
8955;Christian Theology: An Introduction;9781405153607;eng;2006-11-13;273;237
8956;South Park and Philosophy: You Know  I Learned Something Today;9781405161602;eng;2006-11-22;273;7428
8957;Mr. Happy;9781405211994;eng;2004-04-30;633;7640
8958;Den of Thieves (Cat Royal  #3);9781405228183;eng;2007-01-31;632;4658
8959;The Pursuit of History;9781405823517;en-US;2006-02-01;1175;4451,7972
8960;The spire  William Golding : notes;9781405835640;eng;2006-10-01;2239;8273
8961;Stalky & Co.;9781406503258;eng;2005-12-21;570;7755
8963;Lost Illusions (La Comédie Humaine);9781406506587;eng;2006-05-01;570;2430,2950,3366
8964;Right Ho  Jeeves (Jeeves  #6);9781406904833;eng;2006-11-03;850;6584
8965;The Clicking of Cuthbert;9781406929980;eng;2006-11-03;850;6584
8966;Anne's House Of Dreams;9781406942354;eng;2006-11-03;850;5022
8967;Thus Spake Zarathustra: A Book for All and None;9781406947199;eng;2006-11-03;1470;2771
8968;A Damsel in Distress;9781406953213;eng;2006-11-03;1667;6584
8969;The Admirable Crichton;9781406955811;eng;2006-11-03;850;3572
8970;Adrift in the Pacific: Two Years Holiday (Extraordinary Voyages  #32);9781410102157;eng;2003-04-24;739;4650
8971;The End of Nana Sahib: The Steam House (Extraordinary Voyages  #20);9781410103277;eng;2003-07-19;739;80,4650
8972;Uncommon Grounds (Maggy Thorsen Mystery #1);9781410402363;en-US;2005-09-01;711;7871
8974;As You Like It (No Fear Shakespeare);9781411401044;eng;2004-06-22;1866;4280,8128,9115
8975;Existential Meditation;9781411665309;eng;2005-12-22;1190;8094
8976;A Million Little Pieces of Feces;9781411677319;en-US;2006-02-10;1190;7035
8977;The Master and Margarita;9781411683051;eng;2006-04-01;1189;6117,6258
8978;The Radical Right & the Murder of John F. Kennedy: Stunning Evidence in the Assassination of the President;9781412040556;en-US;2004-10-06;2010;3214
8979;Dancing on His Grave: A True Story of Survival and Triumph;9781412086530;eng;2006-06-05;2010;666
8980;A Dracula Handbook;9781413480948;eng;2005-03-23;2229;2407
8981;Gunslinger Girl  Vol. 1;9781413900200;eng;2003-12-29;35;3353,9168
8982;Azumanga Daioh  Vol. 3 (Azumanga Daioh  #3);9781413900309;eng;2004-02-17;35;4975,9214
8983;Your and My Secret  Vol. 1;9781413901436;eng;2004-07-06;35;82
8984;Prétear  Vol. 2 (Prétear  #2);9781413901450;eng;2004-08-24;35;4705,4729
8985;Prétear  Vol. 4 (Prétear  #4);9781413901474;eng;2005-01-18;35;4705,4729
8986;Cromartie High School  Vol. 01;9781413902570;eng;2005-03-01;35;895,2312
8987;Cromartie High School  Vol. 02;9781413902587;eng;2005-06-14;35;895,2312
8988;Cromartie High School  Vol. 05;9781413902617;eng;2006-03-21;35;895,2312
8989;Cromartie High School  Vol. 06;9781413902624;eng;2006-06-06;35;895,2312
8990;Swann's Way (Remembrance of Things Past  #1);9781414243672;eng;2005-01-01;1017;2383
8991;Shaken (Left Behind: The Kids  #23-25);9781414302683;eng;2005-02-01;2033;1295,4039,8642
8992;The Regime: Evil Advances  (Before They Were Left Behind  #2);9781414305776;en-US;2006-04-01;2033;4039,8642
8993;The Rapture: In the Twinkling of an Eye   (Before They Were Left Behind  #3);9781414305813;en-GB;2007-02-01;2033;4039,8642
8994;Looking for God in Harry Potter;9781414306346;eng;2006-02-17;1747;4318
8995;Forever (Firstborn  #5);9781414307640;eng;2007-02-22;2033;4752
8996;Divine;9781414309354;eng;2007-05-17;2033;4752
8999;Undaunted Courage;9781415918098;eng;2005-03-08;306;677,8198
9000;Eat  Pray  Love: One Woman's Search for Everything Across Italy  India and Indonesia;9781415926697;eng;2006-09-01;306;2387
9001;The Historian;9781415929018;eng;2005-12-13;306;2396,4716,6746
9002;Can't Wait to Get to Heaven;9781415930687;eng;2006-07-18;306;1133,2620
9005;Oedipus the King;9781416500339;eng;2005-07-01;1823;750,1520,8126
9006;Gulliver's Travels / A Modest Proposal;9781416500391;eng;2005-08-01;1823;4053,4526
9007;Child of Darkness (Gemini  #3);9781416500506;eng;2005-03-15;755;8809
9008;Girl in the Shadows (Shadows  #2);9781416500520;en-US;2006-03-07;1564;8809
9009;Dirty Little Secrets (Marisela Morales/Dirty #1);9781416501626;eng;2005-05-31;755;4681
9011;If You Dare (MacCarrick Brothers  #1);9781416503590;eng;2005-05-01;1564;4987
9012;Blowback (Scot Harvath  #4);9781416505419;eng;2006-06-01;1564;879
9013;Have Space Suit—Will Travel;9781416505495;eng;2005-02-08;1564;7416
9014;Tunnel in the Sky (Heinlein's Juveniles  #9);9781416505518;eng;2005-04-01;1564;7416
9015;Citizen of the Galaxy;9781416505525;eng;2005-05-01;1566;7416
9016;Prayers for the Assassin (Assassin Trilogy #1);9781416507680;eng;2006-10-31;1570;7476
9017;Where Are the Children?;9781416507772;eng;2005-07-01;1564;5844
9018;Evolution (Star Trek Voyager: String Theory  #3);9781416507819;eng;2006-02-28;1564;3250
9019;Wind Rider's Oath (War God  #3);9781416508953;eng;2005-08-01;176;1880
9020;Ring of Fire (Ring of Fire Anthology  #1);9781416509080;eng;2005-10-01;176;334,375,1663,1880,1902,2503,3095,4167,4504,4721,5348,5995,6254,7813,7960,8884,8928
9021;Strange Relations;9781416509349;eng;2006-02-07;177;6955
9022;On Basilisk Station (Honor Harrington  #1);9781416509370;eng;2005-07-26;177;1880
9023;1635: The Cannon Law (Assiti Shards  #8);9781416509387;eng;2006-09-26;176;334,2503
9025;The Farthest Shore (Earthsea Cycle  #3);9781416509646;eng;2004-11-01;755;8803
9026;A Hunger Like No Other (Immortals After Dark  #1);9781416509875;eng;2006-04-01;1569;4987
9027;Playing Easy to Get (B.A.D. Agency #1.5; Vikings Underground #3; Immortals After Dark #1);9781416510871;eng;2006-02-07;755;3642,4987,8054
9029;Path of the Assassin (Scot Harvath  #2);9781416516316;eng;2005-07-01;1564;879
9030;Deep Six (Dirk Pitt  #7);9781416516859;en-US;2006-01-01;1564;1453
9031;Wolves of the Calla (The Dark Tower  #5);9781416516934;eng;2006-02-01;1564;757,8222
9033;Happy Hour at Casa Dracula (Casa Dracula  #1);9781416520382;en-US;2006-07-04;1564;5770
9034;Midnight Brunch (Casa Dracula  #2);9781416520399;en-US;2007-04-24;755;5770
9035;Oath of Swords (War God  #1);9781416520863;en-US;2006-12-26;176;1880
9036;By Slanderous Tongues (Doubled Edge  #3);9781416521075;eng;2007-02-06;176;5995,7588
9037;Bedlam's Edge (Bedlam's Bard  #8);9781416521105;en-US;2007-01-30;176;5995,7722
9039;Pet Sematary;9781416524342;eng;2005-11-01;1564;8222
9040;Everything's Eventual: 14 Dark Tales;9781416524359;eng;2005-11-01;1564;8222
9043;A Wicked Gentleman (Cavendish Square  #1);9781416525516;eng;2007-03-20;1569;3826
9044;Controversy Creates Cash;9781416527299;en-GB;2006-10-17;2225;2498,4026
9045;Remember When (Foster Saga  #1);9781416530749;eng;2006-04-25;1564;4633
9046;Scattered Leaves (Early Spring  #2);9781416530817;en-US;2007-02-27;1569;8809
9047;Everything I Needed to Know about Being a Girl I Learned from Judy Blume;9781416531043;eng;2007-06-05;1564;230,759,769,1043,1999,2366,2538,3993,4000,4680,4853,4996,5013,5041,5068,5089,5432,5960,5961,5962,5985,8002,8132,8174
9048;Ricochet;9781416532354;eng;2007-01-02;1827;7875
9049;1632;9781416532811;eng;2006-06-15;177;2503
9050;Bedlam's Bard (Bedlam Bard  #1-2);9781416532828;eng;2006-06-30;177;2426,5995
9051;Year Zero;9781416534426;eng;2006-07-01;144;3964
9052;The Guy Not Taken: Stories;9781416535201;en-US;2006-09-05;144;4005
9053;Santa Cruise: A Holiday Mystery at Sea;9781416535522;eng;2006-11-14;1777;1088,5844
9054;Dragon (Dirk Pitt  #10);9781416537809;en-US;2006-10-31;1564;1453
9055;Darkness at Noon;9781416540267;eng;2006-10-17;1777;579,1640
9056;More Twisted: Collected Stories Vol. II;9781416541189;eng;2007-01-01;1827;3970
9058;Everyone Worth Knowing;9781416543008;en-US;2006-12-26;1564;5106
9059;Falling Man;9781416546023;eng;2007-05-15;1777;2045
9060;Teaching with the Brain in Mind;9781416600305;eng;2005-06-15;131;2511
9061;Aleutian Sparrow;9781416903277;eng;2005-06-01;1211;2603,4748,4956
9062;Emperor Mage (Immortals  #3);9781416903376;eng;2005-06-01;1841;8468
9063;Wild Magic (Immortals  #1);9781416903437;eng;2005-06-01;1841;8468
9064;Wolf-Speaker (Immortals  #2);9781416903444;eng;2005-06-01;1841;8468
9065;The Boggart;9781416905271;eng;2005-05-31;46;6555,8373
9066;Godless;9781416908166;eng;2005-11-01;1825;6803
9067;The Realms of the Gods (Immortals  #4);9781416908173;eng;2006-01-01;1841;8468
9068;Amelia's Notebook (Amelia's Notebooks  #1);9781416909057;eng;2006-02-01;1826;5661
9069;Here  There Be Dragons (Chronicles of the Imaginarium Geographica  #1);9781416912279;en-US;2006-09-26;1832;3659
9070;Dear Peter Rabbit;9781416912330;en-US;2006-01-01;46;260,5228
9071;Bailando al rescate (Dora La Exploradora);9781416915041;spa;2005-09-01;1134;1658,5072
9072;Five Little Peppers and How They Grew (Five Little Peppers  #1);9781416916178;eng;2006-06-01;45;5579
9073;Same Sex in the City;9781416916321;eng;2006-06-01;755;5098,5100
9074;Sun-Kissed (The Au Pairs #3);9781416917465;eng;2006-05-23;1827;5980
9075;Peter Pan in Scarlet;9781416918080;eng;2006-10-05;1211;2981,7951
9076;Dragonsong (Harper Hall  #1);9781416924999;eng;2006-06-01;46;456
9077;Misty of Chincoteague (Misty  #1);9781416927839;eng;2006-12-26;45;5601,9002
9078;Jennifer  Hecate  Macbeth  William McKinley  and Me  Elizabeth;9781416933960;eng;2007-02-27;46;2207
9079;Ghost Ship: A Cape Cod Story;9781416935148;eng;2007-04-03;1826;5844,8990
9080;Z for Zachariah;9781416939214;eng;2007-07-10;1841;7451
9081;Crazy Hot (The Au Pairs  #4);9781416939610;eng;2007-05-08;1827;5980
9082;He's Just Not That Into You: The No-Excuses Truth to Understanding Guys;9781416947400;eng;2006-12-26;755;3090,5318
9083;Una Vida Con Proposito Volumen 6;9781417499731;spa;2005-05-31;2099;7382
9085;Salmon of Doubt: Hitchhiking the Galaxy One Last Time;9781417622856;eng;2003-07-01;2024;1363,2142
9087;The Best Is Yet to Come (The Amazing Days of Abby Hayes Super Special  #1);9781417629756;eng;2004-06-01;2024;455
9088;Knowledge Is Power (The Amazing Days of Abby Hayes: #15);9781417629763;eng;2004-07-01;2024;455
9090;Kristy's Great Idea;9781417699674;eng;2006-04-01;2024;407,7098
